"@manupoup","@laguillle:","triple","peine...péno","rouge","koné","titulaire","reims...#olasse"
"@quentinmgn","@laguillle:","triple","peine...péno","rouge","koné","titulaire","reims...#olasse"
"@Margot_Gp","@mikemaddenb:","clement","coupe","salope","gueule","salope","salope","verte.","#olasse","#teamol"
"@Julien_Dry","@footballogue:","[#l1]","@ol","22","@asseofficiel","egalisation","jallet","#olasse","http://t.co/etf8xif0d4"
"@JoKuduro","@pierrebdt:","lyonnais","cest","comme","ta","femme.","ils","en","rajoutent","beaucoup","trop.","#olasse"
"@HugoLagalie","@mikemaddenb:","clement","coupe","salope","gueule","salope","salope","verte.","#olasse","#teamol"
"@Lio6go","@larbi_tranculay:","pardonnezmoi","se","voit","vos","parents","ont","inventé","cinéma.","#olasse"
"@CharlesBinick","non","match","lasse","même","11","contre","10..","#olasse","#teamol"
"@IngridRaissa93","@site_evect:","cest","reparti","#olasse"
"@ArielStepBack","@cedferreira:","tramway","fait","votre","fierté","vous","change","charriots","mine.","banderoles","supporters","lyonnais","ce","soir.","mouai…"
"@aubinbertrand","@ol:","douche","froide","gerland.","lol","dominé","mitemps","se","retrouve","mené","(21)","en","infériorité","numérique.","#olasse","#sociolroom","#te…"
"@BIG_Moun42","@vertdesang:","vaut","mieux","être","fils","mineurs","fils","putes.","#lyoninfame","#olasse"
"@LlopezJr1","@canapefc:","tramway","fait","votre","fierté","vous","change","charriots","mines","#olasse","http://t.co/4ofhzgaafs"
"@iNeedBiff","@muchacho13014:","quand","tu","apprends","quon","sifflé","penalty","contre","lyon","#olasse","https://t.co/sr1rvmb6rq"
"@PolakBlood","@vert_au_corps:","magnifique","plongeon","fois","plus...","quand","lémission","tf1","splash","spécial","ol","#olasse"
"@Colleen_93120","@dxxmien:","ouhhhh","fékir","quel","joueur","met","misère","est","inaretable","vient","se","faire","fauché","lautre","sest","pris","jaune","#o…"
"@pelfrsn","@footmercato:","jallet","égalise","lol","22","#olasse"
"@FelderLeo","@livetweetol:","gooaaall","jaja","tête","#olasse","#teamol"
"@Paul_Brrl","fekir","est","grave","chaud","#olasse"
"@benoit_sbv","toujours","ces","banderoles","vomir","concernant","mineurs","part","lyonnais...","vous","évoluez","gars.","#olasse"
"@WillyTheKiid","beaucoup","tacles","glissés","15","mètres","sortis","tout","droit","pes4","dans","ce","#olasse"
"@Nicky_Laudace",".@ol","@asseofficiel","en","foot","cest","lisraël","palestine","politique","#derby","#olasse"
"@yvanrobert","dans","#olasse","quand","on","lit","ca","fait","aulas","mdr"
"@Celywen","fekir","est","tout","simplement","monstrueux","ce","soir.","hâte","voir","peu","plus","en","équipe","france","#olasse"
"@PierreHD","quel","courage","m.enjimi","ce","soir.","facile","tous","ces","fous","autour","lui.","#olasse"
"@A_Buisson1","jallet","visiblement","même","pied","quousseynou","cissé.","ce","qui","naide","niveau","football.","#olasse"
"@naleym","cest","festival","cartons","ce","soir","#olasse"
"@mohamedT_30","@jhonrachid:","quel","magnifique","match","jsuis","comme","gosse","#olasse","❤️"
"@MarinaBow","@timothee333:","parents","11","lyonnais","sont","prié","venir","récupérer","rapidement","creche","ca","narrête","chialer","#olasse"
"@Shani_Strauss","gonalons","mis","regard","lopez","ptdddr","jsuis","mort","cétait","en","mode","tu","veux","me","tuer","frère","quoi","😂😂","#olasse"
"@Tchikihams","jutilise","même","maillot","me","torcher","stéphanois","mon","zeub","#olasse"
"@IngridRaissa93","@asseofficiel:","#olasse","(12)","46e",":","deuxième","mitemps","débute","linstant.","nous","sommes","45","minutes","du","bonheur","#allezlesverts"
"@Ch2arly_","ils","jouent","mal","hein..","vivement","lentree","@clemgrenier","😍😍","#olasse"
"@bedel_theo","@lukalpha:","faut","tacle","larrière","anéantissant","action","lasse","ait","carton..","#olasse"
"@LorisDamo","y","arbitre","dans","match","#olasse"
"@Etxenne","@antoinedecata:","allez","lasse","lyon","bande","chien","#olasse"
"@contact_alien","#olasse","astérix","jallet","#capital","http://t.co/gypoi0nd0z","http://t.co/70c7qjujxa"
"@julienmaryjm","@ol","sest","passé","même","chose","cette","aprèm","#rctlei","larbitre","n","rien","dit","@asseofficiel","#olasse"
"@Axeldu91","njie","fait","du","sale","ce","soir","progresse","jours","en","jours","#olasse"
"@xItiiizZ","njie","est","bien","chaud","ce","soir","#olasse"
"@Jeannanas","@johanpdrn:","tramway","fait","votre","fierté","vous","change","chariots","mine","#olasse","#teamol"
"@LamarqueClement","alterné","entre","derby","#olasse","playoffs","#clebos"
"@Tanguy_76","lai","très","souvent","critiqué","njie","progressé","ce","soir","est","très","bon","#olasse","#teamol"
